id,support_democrat,cong_district_region,occupation_code,gender_female,age,party,census_urbanpcnt,census_suburbanpcnt,census_ruralpcnt,census_collegepcnt,census_unemprate,census_medianincome,density_sq_km,on_email_list,avg_dem_performance,pet_owner,golf,hunting,random,likes_cheese,protestant,catholic,jewish,afam,latino,id_d,id_r,score_demo
2523,1,2,5,0,48,2,0.91388267,0,0.0861173,0.21953675,0.01011378,62198,69.459702,0,43.1,0,1,1,1,0,1,0,0,0,0,0,0,0.45636684
2524,0,2,9,1,57,2,0,0,1,0.07340824,0.11160059,29698,8.9257421,0,39.3,1,0,1,2,0,1,0,0,0,0,0,0,0.44289339
2525,1,2,5,0,77,1,1,0,0,0.3533237,0.04228122,79606,887.96619,0,53.6,1,0,0,4,0,0,0,0,0,0,1,0,0.40816227
2526,,3,5,1,66,1,1,0,0,0.19604863,0.02816901,60135,2575.123,0,60.9,0,0,1,5,0,1,0,0,0,0,0,0,0.55189085
2527,0,2,6,1,44,2,0.78469241,0,0.21530758,0.20841683,0.00758534,62727,82.06826,0,46.2,0,0,1,4,0,0,0,0,0,0,0,0,0.50552142
2528,0,3,6,1,34,2,1,0,0,0.2636103,0,71250,589.93884,0,52,0,0,0,4,0,1,0,0,0,0,0,0,0.52509689
2529,0,1,3,0,40,2,0.16783217,0,0.8321678,0,0,40703,2.1623416,0,55.1,0,0,0,7,0,0,1,0,0,0,0,0,0.38082758
2530,1,2,2,1,39,1,0.91507995,0,0.08492003,0.16202091,0.02816901,83376,288.57916,1,42.3,0,0,0,2,0,0,1,0,0,0,0,0,0.47491443
2531,0,1,7,1,63,2,1,0,0,0.09736309,0.07464608,51630,579.33923,0,57.6,0,0,0,4,0,1,0,0,0,0,0,0,0.58199066
2532,1,1,7,0,60,1,1,0,0,0.10958904,0.06285714,34286,3926.9932,0,68.2,0,0,0,7,0,0,1,0,0,0,0,0,0.55836707
2533,0,2,6,0,51,2,0.316286,0,0.68371397,0.23398329,0.00666667,86621,110.79535,0,43.2,0,0,1,8,0,1,0,0,0,0,0,0,0.27528167
2534,0,2,2,0,80,2,0.87824243,0,0.12175754,0.124533,0.02298288,65083,254.5546,0,46.5,1,1,1,4,0,1,0,0,0,0,0,0,0.43611637
2535,0,3,0,0,47,2,0,0.4725644,0.5274356,0.06776557,0.10280374,42279,2.519522,0,56.1,0,0,0,7,0,0,0,0,0,0,0,0,0.33856282
2536,,3,3,0,28,2,1,0,0,0.04772475,0.01634472,55729,1991.1093,0,53.4,0,1,1,6,0,0,0,0,0,0,0,0,0.50769603
2537,0,1,7,0,62,2,0.16783217,0,0.8321678,0,0,40703,2.1623416,0,55.2,0,0,1,6,0,1,0,0,0,0,0,0,0.37488893
2538,0,3,2,1,40,2,0.90640289,0,0.09359711,0.21622428,0.04329312,68665,248.82831,0,47.3,0,0,0,6,0,0,0,0,0,0,0,0,0.51360887
2539,,1,4,1,67,1,1,0,0,0.25036496,0.01842871,51059,3673.1619,0,63,0,0,1,10,0,1,0,0,0,0,0,0,0.57550919
2540,0,2,6,0,54,2,0.99703401,0,0.00296597,0.29125249,0.02893518,61356,890.15509,0,54.1,0,0,0,9,0,0,0,0,0,0,0,0,0.47056195
2541,1,3,3,1,34,1,0.16709845,0,0.83290154,0.07322326,0.04985479,50625,2.4796009,0,50.9,0,0,0,4,0,0,1,0,0,1,0,0,0.42302647
2542,1,2,0,0,82,1,1,0,0,0.0359116,0.0535117,13788,3181.4612,0,67.5,0,0,0,10,0,0,0,0,0,0,0,0,0.61488622
2543,0,2,0,1,77,2,0,0.86551726,0.13448276,0.11162551,0.08118433,41294,36.534397,0,37.4,0,0,0,1,0,0,0,0,0,0,0,1,0.40210587
2544,1,1,7,0,55,1,0.16783217,0,0.8321678,0,0,40703,2.1623416,0,58.5,0,0,0,5,0,0,0,0,0,0,0,0,0.37677452
2545,,2,8,1,63,2,0.21559522,0.42459056,0.35981423,0.12339332,0.06312127,44526,8.5937424,0,38.8,0,1,0,10,0,1,0,0,0,0,0,0,0.43991387
2546,,2,4,1,65,2,1,0,0,0.14453782,0.02530121,42153,2096.1101,0,60.3,0,0,1,1,0,0,0,0,0,0,0,1,0.6067096
2547,0,3,5,0,69,2,1,0,0,0.18893678,0.05303761,59615,3424.1489,0,58.2,0,0,0,10,0,0,1,0,0,0,0,1,0.47695717
2548,0,2,2,1,39,2,0.93408501,0,0.065915,0.14131169,0.02718589,64980,69.405441,0,43.7,0,0,0,1,0,0,0,0,0,0,0,0,0.53445846
2549,0,3,0,1,43,5,0,0.42221263,0.5777874,0.13129252,0.05561173,40806,0.93110037,1,56.1,0,0,0,4,0,0,0,0,1,0,0,0,0.70570034
2550,0,2,3,0,63,2,0,0.63176143,0.36823857,0.12955032,0.04347826,63478,0.93167847,0,23.9,1,0,0,4,0,0,0,0,0,0,0,0,0.2788603
2551,,2,1,1,70,2,1,0,0,0.13622291,0.05929304,55450,3621.845,0,53,1,1,0,3,0,1,0,0,0,0,0,0,0.5671609
2552,,3,2,0,50,2,0.9029218,0,0.09707823,0.1105559,0.05037313,57316,94.149086,0,56.5,0,1,1,7,0,1,0,0,0,0,0,0,0.47304654
2553,1,1,7,0,40,2,1,0,0,0.09736309,0.07464608,51630,579.33923,0,57.6,0,0,0,4,0,1,0,0,0,0,0,0,0.51338589
2554,1,1,7,0,61,1,1,0,0,0.13061652,0.08452722,50156,4418.665,0,58.8,1,0,0,8,0,0,1,0,0,1,1,0,0.50997031
2555,0,1,3,1,87,1,1,0,0,0.03428094,0.03846154,49095,2547.9414,0,59,0,0,0,9,0,0,1,0,0,0,0,1,0.58601838
2556,1,2,2,0,55,1,1,0,0,0.23752496,0.02286402,80178,979.74792,0,44.7,1,0,1,8,0,0,0,0,0,0,0,0,0.41847003
2557,0,2,8,1,54,2,0,0,1,0.06081081,0.07197943,37083,4.001791,0,33.5,1,0,1,3,0,0,1,0,0,0,0,0,0.42318737
2558,1,1,9,0,31,1,1,0,0,0.06424345,0.03685742,56336,320.30869,0,60.6,0,0,0,9,0,0,0,0,0,0,1,0,0.50401378
2559,,3,2,0,46,2,1,0,0,0.08844765,0.05070994,55787,1819.0377,0,63.2,0,0,0,5,0,1,0,0,0,0,0,0,0.49999201
2560,,1,3,1,73,1,0.16783217,0,0.8321678,0,0,40703,2.1623416,0,60.5,0,0,0,10,0,0,0,0,1,0,0,0,0.732894
2561,1,3,8,0,54,1,1,0,0,0.1392922,0.07252679,40504,3883.3704,1,63.9,1,0,0,8,0,0,0,0,0,0,0,0,0.54022378
2562,,2,6,1,52,1,0,0,1,0.24657534,0.05102041,67885,6.0104513,0,34.2,0,0,0,3,0,0,0,0,0,0,0,0,0.32962581
2563,1,1,9,1,51,1,1,0,0,0.02920962,0.14187643,32250,2739.7087,0,62.9,1,0,0,1,0,0,0,0,0,0,0,0,0.64248496
2564,,3,9,0,53,1,1,0,0,0.16840836,0.04349817,53696,2460.5645,0,59.7,1,0,0,6,0,0,0,0,0,0,0,0,0.50022888
2565,0,3,2,0,46,2,0.9029218,0,0.09707823,0.1105559,0.05037313,57316,94.149086,0,60,0,0,0,5,0,0,1,0,0,1,1,0,0.47419164
2566,,3,9,1,65,1,1,0,0,0.15992758,0.02057878,39258,2414.9985,0,55.2,0,0,1,7,0,0,1,0,0,0,0,1,0.61418903
2567,0,1,4,1,62,2,1,0,0,0.26243901,0.11891892,87009,1420.9951,0,53,0,0,0,3,0,0,1,0,0,0,0,0,0.46930247
2568,,1,1,0,37,2,1,0,0,0.07906977,0.02967359,87589,575.18707,0,50.6,0,1,0,1,0,1,0,0,0,0,0,0,0.40981638
2569,,3,4,0,65,2,1,0,0,0.22676057,0,38810,1479.9698,0,47.4,0,1,0,3,0,0,0,0,0,0,0,0,0.53836352
2570,1,2,2,0,54,1,1,0,0,0.15196328,0.00645856,65231,804.43854,0,49,1,1,1,8,0,0,0,0,0,0,1,0,0.46690905
2571,,1,2,0,70,1,1,0,0,0.03717472,0.08968125,28253,3362.8955,0,64.9,0,0,0,3,0,1,0,0,0,0,0,0,0.57647365
2572,,3,2,1,61,5,1,0,0,0.07259826,0.07809748,51204,3593.3379,0,62.7,1,0,1,6,0,0,0,0,0,0,0,0,0.5849604
2573,,1,9,1,81,1,1,0,0,0.08710802,0.07641196,62292,995.21759,0,61.2,0,0,1,7,0,0,0,0,0,0,0,0,0.54628205
2574,0,3,3,0,68,2,1,0,0,0.17107132,0.03081333,59517,1996.2998,1,48,0,0,0,1,0,0,0,0,0,0,0,0,0.47863474
2575,0,1,3,0,72,2,0.995354,0,0.00464602,0.14659776,0.03584447,60137,798.21008,0,43.8,0,0,1,7,0,0,0,0,0,0,0,0,0.47587275
2576,,3,2,0,31,2,0.51328725,0,0.48671278,0.27171108,0.02478699,80763,4.4076586,0,47.7,0,0,0,6,0,1,0,0,0,0,0,0,0.3274006
2577,,3,4,0,80,2,1,0,0,0.10428306,0,43462,1089.4738,0,42.5,0,1,0,2,0,0,0,0,0,0,0,0,0.5264656
2578,,3,4,1,26,1,1,0,0,0.14472671,0.01986755,61818,3114.2224,1,55,1,0,1,3,0,0,1,0,0,1,0,0,0.56092119
2579,0,1,3,0,76,2,1,0,0,0.24480875,0.08188586,55064,1400.6128,0,43.8,0,0,0,7,0,0,0,0,0,0,1,0,0.48536977
2580,0,3,3,0,73,5,0.91910052,0,0.08089945,0.25410697,0.05022831,63578,27.444939,0,45.1,1,1,0,4,0,0,0,0,0,0,0,0,0.44419155
2581,0,2,8,0,75,1,0,0,1,0.13231198,0.02398524,50385,4.2242751,0,40.2,0,0,1,4,0,0,1,0,0,1,0,0,0.30826321
2582,1,3,2,0,61,1,1,0,0,0.12674418,0.03931848,51938,2330.9092,0,62.1,1,0,1,7,0,1,0,0,0,0,1,0,0.50528854
2583,0,3,4,1,68,2,1,0,0,0.10103627,0.06717364,62429,1784.5526,0,55.4,0,0,0,6,0,0,0,0,1,0,0,0,0.80627304
2584,0,2,6,0,86,2,0,0.41196293,0.58803707,0.31501058,0.01727116,96070,71.191086,0,45,0,0,0,3,0,0,0,0,0,0,0,0,0.19781449
2585,1,2,0,1,69,1,1,0,0,0.04972973,0,31429,3565.9177,0,67.5,0,0,0,8,0,0,0,0,0,0,0,0,0.6402145
2586,0,2,5,0,40,2,0,0.51441717,0.48558283,0.05902439,0.09261577,46681,7.3554564,0,32.8,0,0,1,5,0,0,0,0,0,0,0,0,0.32919845
2587,1,2,6,1,64,1,1,0,0,0.02939118,0.0505618,41046,523.3963,1,52.9,1,1,1,9,0,0,0,0,0,0,1,0,0.61540145
2588,,2,1,1,62,1,1,0,0,0.10629371,0.0437557,41953,2867.7058,0,64.6,1,0,1,1,0,1,0,0,0,0,1,0,0.60977191
2589,0,2,3,1,35,2,0,0,1,0.12052117,0.05402364,56769,1.2748791,0,27,0,0,1,10,0,1,0,0,0,0,0,0,0.36980504
2590,1,1,6,1,64,1,1,0,0,0.07392996,0.05510535,43000,2184.5718,0,84.3,0,0,0,1,0,0,0,0,0,0,0,0,0.60771769
2591,0,1,3,1,72,2,0.80747765,0,0.19252232,0.21702838,0.03313253,71139,70.902016,0,35,1,0,1,2,0,1,0,0,0,0,0,0,0.4765929
2592,0,2,2,0,46,2,0.16709845,0,0.83290154,0.07322326,0.04985479,50625,2.4796009,0,50,0,1,1,7,0,1,0,0,0,0,0,0,0.34797633
2593,0,2,0,1,69,2,1,0,0,0.09503052,0.03120282,50224,541.82593,0,55.6,1,0,0,3,0,1,0,0,0,0,0,0,0.58487433
2594,1,1,2,1,47,1,1,0,0,0.23501997,0.05130513,72908,1144.8127,1,49.8,0,0,0,10,0,0,0,0,0,0,1,0,0.51742786
2595,0,2,4,0,58,2,1,0,0,0.10719874,0.03428819,45986,1137.3595,0,55.9,1,0,0,7,0,1,0,0,0,0,0,0,0.52483165
2596,0,3,5,1,57,2,1,0,0,0.16541706,0.04160888,56444,1681.0127,0,60.6,1,0,0,2,0,0,0,0,0,0,0,0,0.56664205
2597,1,2,5,0,66,2,0.55473554,0,0.44526446,0.2388535,0.02982107,85000,73.336189,0,40.5,1,1,1,5,0,0,0,0,0,0,0,0,0.31656858
2598,0,2,0,1,59,2,1,0,0,0.10120846,0.01553398,45588,2949.6382,1,59,0,0,0,5,0,0,0,0,0,0,0,0,0.60077232
2599,0,2,6,0,66,1,0,0.93880737,0.06119263,0.08861321,0.08716323,35380,183.65179,1,46.4,1,1,1,9,0,0,0,0,0,0,0,0,0.35132536
2600,,3,6,0,72,2,1,0,0,0.15483435,0.04661389,51442,2688.187,0,60.3,1,0,1,4,0,1,0,0,0,0,0,0,0.50212199
2601,1,3,2,1,32,2,0.51328725,0,0.48671278,0.27171108,0.02478699,80763,4.4076586,0,47.7,0,0,0,9,0,0,0,0,1,0,0,0,0.6925723
2602,1,2,6,0,26,5,1,0,0,0.22294173,0.05771938,38556,1879.1697,0,56.4,0,0,0,8,0,0,1,0,0,0,0,0,0.54988778
2603,,1,4,0,62,2,1,0,0,0.24038461,0.01927525,70227,2845.6833,0,49.8,0,0,0,6,0,1,0,0,0,0,0,0,0.44537863
2604,0,1,1,0,55,2,1,0,0,0.14390896,0.04637097,57853,1583.1747,0,52.1,0,1,1,5,0,1,0,0,0,0,0,0,0.48852232
2605,,2,6,1,55,1,0,0,1,0.19512194,0.03836634,68352,47.520954,0,45,0,0,1,10,0,1,0,0,0,0,0,0,0.33003217
2606,0,3,9,1,64,5,1,0,0,0.2675862,0.06074297,56359,539.96185,0,58,0,0,0,2,0,1,0,0,0,0,0,0,0.55967683
2607,0,2,3,0,37,2,0,0.63176143,0.36823857,0.12955032,0.04347826,63478,0.93167847,1,23.9,0,1,1,5,0,1,0,0,0,0,0,0,0.28490365
2608,0,3,1,1,41,2,1,0,0,0.26493508,0.05270656,78787,2631.2258,0,51.7,1,0,0,7,0,1,0,0,0,0,0,1,0.50018275
2609,0,2,8,0,48,2,0,0.69512546,0.30487454,0.07888839,0.08483853,53710,15.003167,0,40.7,1,1,1,10,0,0,0,0,0,0,0,0,0.30827534
2610,1,2,5,1,68,1,1,0,0,0.26075387,0.02665051,77557,350.43677,0,44.5,1,0,1,4,0,0,0,0,0,0,0,0,0.49653229
2611,,3,0,0,62,2,0.96010739,0,0.0398926,0.22123331,0.027894,64150,330.45126,0,53.2,1,1,1,7,0,0,0,0,0,0,0,0,0.45591354
2612,0,2,5,0,49,2,1,0,0,0.28475937,0.03097345,101827,522.36298,0,35.1,0,0,0,9,0,1,0,0,0,0,0,0,0.35684428
2613,0,3,5,0,58,2,1,0,0,0.06996466,0.04778761,42054,2778.1062,0,64.3,0,0,0,5,0,1,0,0,0,0,0,1,0.53820401
2614,0,2,2,1,46,2,1,0,0,0.26304349,0.03116883,65000,408.29645,0,48.3,0,0,0,7,0,0,0,0,0,0,0,1,0.5398885
2615,0,2,5,0,66,2,0,0.73636681,0.26363319,0.14207049,0.0810622,51010,105.89552,0,31.9,1,1,1,2,0,1,0,0,0,0,0,0,0.30802035
2616,1,3,8,1,53,1,1,0,0,0.0199852,0.09590317,25167,3097.626,0,78.4,0,0,0,8,0,0,0,0,1,0,0,0,0.87000549
2617,1,2,6,1,46,1,0.63669628,0,0.36330372,0.25249642,0.02311111,64077,30.256556,0,49.8,0,0,0,5,0,0,0,0,0,0,0,0,0.46786746
2618,,3,4,1,53,2,1,0,0,0.14245284,0.06737588,75834,448.08829,0,43.6,0,0,1,9,0,0,0,0,0,0,0,0,0.51153898
2619,,2,2,0,42,2,0,0,1,0.14945652,0.03073771,59886,0.95516288,0,39.5,0,0,0,6,0,1,0,0,0,0,0,0,0.29175121
2620,1,2,5,1,37,2,0.91388267,0,0.0861173,0.21953675,0.01011378,62198,69.459702,0,44.9,1,0,0,7,0,0,0,0,0,0,0,0,0.53530586
2621,1,1,6,0,55,2,1,0,0,0.02315227,0.38497111,17194,2014.0239,0,67.8,0,0,0,6,0,0,0,0,1,0,0,0,0.84269202
2622,,3,6,0,49,2,1,0,0,0.2636103,0,71250,589.93884,0,51.7,0,0,0,2,0,0,1,0,0,0,0,0,0.44508299
2623,0,1,7,1,56,2,1,0,0,0.01593625,0.24447717,19189,1976.6356,0,82.3,0,0,0,5,0,1,0,0,0,0,0,0,0.67578435
2624,1,2,9,1,72,1,0,1,0,0.1393643,0.05611511,28641,465.39865,0,39.5,0,0,0,6,0,0,0,1,0,0,1,0,0.56467313
2625,,3,2,0,66,2,0.51328725,0,0.48671278,0.27171108,0.02478699,80763,4.4076586,0,40.8,0,0,1,4,0,0,0,0,0,0,0,0,0.31861243
2626,0,1,6,1,67,5,1,0,0,0.06020067,0.03868195,45365,1616.2366,1,71.9,1,1,1,6,0,0,0,0,0,0,0,0,0.60098308
2627,1,2,8,1,72,1,0.21559522,0.42459056,0.35981423,0.12339332,0.06312127,44526,8.5937424,0,38.8,0,0,0,5,0,1,0,0,0,0,0,0,0.43736911
2628,1,2,1,1,50,1,1,0,0,0.15666667,0.02005348,27303,3492.4021,1,65.4,0,0,0,2,0,1,0,0,0,0,1,0,0.65131742
2629,,3,9,0,27,2,1,0,0,0.19354838,0.04980843,90738,1702.0919,0,47.5,0,0,1,3,0,0,0,0,0,0,0,0,0.3978478
2630,0,2,9,1,52,2,0,1,0,0.1393643,0.05611511,28641,465.39865,1,39.5,1,0,0,5,0,0,0,0,0,0,0,0,0.44462925
2631,1,3,3,1,47,5,0.68516284,0,0.31483716,0.19401947,0.03808244,70129,183.87068,0,56.4,1,0,1,5,0,1,0,0,0,0,0,0,0.46251822
2632,,2,7,1,41,2,1,0,0,0.22273248,0.05927052,40117,1710.9564,0,57,0,0,0,7,0,0,0,0,1,0,0,0,0.84523749
2633,,1,3,1,39,2,0.995354,0,0.00464602,0.14659776,0.03584447,60137,798.21008,0,48.5,0,0,0,6,0,0,0,0,0,0,0,0,0.56097376
2634,1,1,7,0,66,1,1,0,0,0.05419223,0.05346821,42014,2052.1179,0,68,0,0,0,2,0,1,0,0,0,0,1,0,0.53677684
2635,,2,0,1,73,1,0,1,0,0.05956113,0.06329114,40700,874.09174,1,45.7,1,0,1,6,0,0,0,0,0,0,0,0,0.40759733
2636,0,3,5,0,75,2,1,0,0,0.21875,0.02944269,68456,2447.146,0,54.8,0,0,1,7,0,0,0,0,0,0,0,1,0.447873
2637,,2,3,1,56,2,0,0.76954842,0.23045161,0.0516269,0.0590513,53456,15.856396,0,27.7,0,0,0,7,0,0,0,0,0,0,0,1,0.37657189
2638,,3,1,1,66,2,1,0,0,0.1130761,0.04901961,65000,1323.6771,0,49.4,1,1,0,7,0,1,0,0,0,0,0,0,0.54152709
2639,0,2,5,0,55,2,0.55473554,0,0.44526446,0.2388535,0.02982107,85000,73.336189,1,43.6,1,1,1,5,0,1,0,0,0,0,0,0,0.31930771
2640,1,1,6,0,65,1,1,0,0,0.02609506,0.04950495,27740,5378.3311,0,82.7,0,0,1,2,0,0,0,0,1,0,0,0,0.82539403
2641,0,2,9,0,56,2,0,0,1,0.23653846,0.01909091,68281,12.711905,0,39.5,1,0,1,4,0,0,0,0,0,0,0,0,0.26506817
2642,,2,5,1,56,5,0,0.51441717,0.48558283,0.05902439,0.09261577,46681,7.3554564,0,32.8,0,0,1,4,0,1,0,0,0,0,0,0,0.39499104
2643,0,2,0,1,46,2,1,0,0,0.0477327,0.06486487,45972,263.18585,0,63,0,0,0,6,0,1,0,0,0,0,0,0,0.60540175
2644,,2,5,1,49,2,1,0,0,0.25638181,0.05519897,61033,326.46875,0,44.2,0,1,0,3,0,0,0,0,0,0,0,1,0.5508303
2645,0,3,4,1,67,2,0.93012744,0,0.06987259,0.15454261,0.04030028,77448,128.61081,0,38.9,0,0,0,2,0,1,0,0,0,0,0,0,0.48785093
2646,,2,2,0,66,5,0.13653137,0,0.86346865,0.20789474,0,63125,5.5497189,0,38.1,0,0,1,3,0,1,0,0,0,0,0,0,0.29941502
2647,1,3,9,0,54,2,1,0,0,0.10122502,0.05165767,58641,1320.239,0,45.7,0,0,1,7,0,1,0,0,0,0,0,0,0.48857153
2648,,2,8,1,43,2,0,0.86166126,0.13833876,0.10521416,0.07321131,43648,163.24054,0,49.1,0,0,1,5,0,0,0,0,0,0,0,0,0.40515536
2649,0,2,6,1,46,2,0,0.1017639,0.8982361,0.0498155,0.07651715,35938,0.09506865,0,28.1,1,0,0,9,0,0,0,0,0,0,0,0,0.42926067
2650,,1,2,0,66,5,1,0,0,0.20869565,0,162221,60.128178,0,43.3,1,0,1,7,0,1,0,0,0,0,0,0,0.21258739
2651,,2,5,1,54,2,0.98681539,0,0.01318458,0.38356832,0.02389318,107255,558.45288,0,39,0,0,1,9,0,1,0,0,0,0,0,0,0.40465736
2652,0,3,0,0,47,5,1,0,0,0.17224489,0.01124744,78968,1313.5677,1,45,0,1,1,8,0,0,1,0,0,0,0,0,0.42753303
2653,0,2,5,1,53,2,0.91388267,0,0.0861173,0.21953675,0.01011378,62198,69.459702,0,44.9,1,0,1,8,0,1,0,0,0,0,0,0,0.53073275
2654,0,2,6,0,37,2,0.63669628,0,0.36330372,0.25249642,0.02311111,64077,30.256556,0,48.9,1,0,1,8,0,1,0,0,0,0,0,0,0.39599568
2655,,3,0,1,63,2,0,0.7143606,0.28563941,0.12604167,0.06364922,57417,69.671295,0,56.1,0,0,0,7,0,0,0,0,0,0,0,0,0.36023018
2656,0,2,7,0,83,2,1,0,0,0.24683544,0.01807229,58214,1439.2383,0,56.8,0,0,0,3,0,0,0,0,0,0,0,1,0.47450644
2657,1,2,2,1,40,1,1,0,0,0.09961315,0.05617978,54464,300.50024,0,53.4,0,0,0,7,0,0,0,0,0,0,0,0,0.58028066
2658,0,1,7,1,52,2,1,0,0,0.11111111,0.02070393,53357,2665.9358,0,67.5,1,1,0,5,0,0,0,0,0,0,0,0,0.57987797
2659,1,2,5,1,76,2,1,0,0,0.22042553,0.02905569,59464,347.09903,0,50.1,0,0,1,2,0,0,0,0,0,0,0,0,0.54979819
2660,1,2,0,1,51,2,0.92012286,0,0.07987712,0.10897436,0.02288557,55938,143.01291,0,51.3,0,0,1,4,0,0,1,0,0,1,0,0,0.55643952
2661,,2,3,0,63,2,0,0,1,0.12052117,0.05402364,56769,1.2748791,0,27,0,0,1,10,0,0,0,0,0,0,0,0,0.29546016
2662,1,2,0,1,69,1,1,0,0,0.1514312,0.03023758,40063,940.48834,1,61.3,0,0,0,3,0,1,0,0,0,0,0,0,0.61115283
2663,0,1,1,0,54,5,1,0,0,0.09797297,0,63333,1331.2023,0,58.5,0,0,0,1,0,0,0,0,0,0,0,0,0.47529453
2664,,1,4,0,69,1,1,0,0,0.24038461,0.01927525,70227,2845.6833,0,48.1,0,0,1,1,0,0,0,0,0,0,0,0,0.44339397
2665,0,1,1,0,63,1,1,0,0,0.01475694,0.08590604,27661,4991.7231,0,76.8,0,0,0,5,0,0,1,0,0,1,0,0,0.58128178
2666,0,3,4,1,85,2,1,0,0,0.13630574,0.01488095,58819,4178.2109,0,53.4,0,0,0,7,0,0,0,0,0,0,0,0,0.55345678
2667,1,1,7,0,72,1,1,0,0,0.13103448,0.05817174,42596,4159.9087,0,69.4,0,0,0,6,0,0,0,0,0,0,0,0,0.52944523
2668,,1,3,0,80,1,1,0,0,0.17131475,0.0596206,53750,1936.3344,0,55.5,1,1,1,3,0,1,0,0,0,0,0,0,0.4920246
2669,1,1,3,1,63,1,1,0,0,0.05821918,0.09443099,37037,3391.7104,1,62.7,1,1,1,6,0,0,0,0,0,0,0,0,0.62514013
2670,1,2,0,1,47,1,1,0,0,0.09961315,0.05617978,54464,300.50024,0,47,0,0,0,5,0,0,0,0,0,0,0,0,0.57832169
2671,,2,7,1,73,2,1,0,0,0.23471883,0.01169591,59327,1991.2208,0,60.3,1,1,1,2,0,0,0,0,0,0,0,0,0.55049765
2672,1,1,7,0,51,5,1,0,0,0.11307902,0.02463054,32460,5285.7188,0,66.5,0,0,0,1,0,0,0,0,0,0,0,0,0.56641799
2673,1,2,5,0,41,2,0.91388267,0,0.0861173,0.21953675,0.01011378,62198,69.459702,0,44.9,1,0,0,9,0,0,0,0,0,0,0,0,0.45836174
2674,,3,2,1,75,1,0.6950534,0,0.3049466,0.21111111,0.03056517,56952,273.85172,0,41.9,1,0,0,9,0,0,0,0,0,0,0,0,0.49479589
2675,1,2,4,1,62,5,1,0,0,0.18264841,0.02677747,50139,518.97534,0,52,0,0,1,6,0,0,1,0,0,0,0,0,0.58282262
2676,,2,9,1,28,5,0.87309355,0,0.12690647,0.1236536,0.05953062,53446,118.85889,0,47.6,0,0,1,4,0,1,0,0,0,0,0,0,0.55955172
2677,0,1,3,1,38,2,0.89912504,0,0.10087494,0.11487482,0.4246231,66875,203.62663,0,40.4,0,0,0,10,0,0,0,0,0,0,0,0,0.51960111
2678,0,3,9,1,30,2,1,0,0,0.16840836,0.04349817,53696,2460.5645,0,50.2,0,0,0,1,0,0,0,0,0,0,0,0,0.58203471
2679,,2,9,1,60,1,0,0.14220706,0.85779297,0.17910448,0.02697096,82960,12.869122,0,33.3,0,0,0,10,1,0,1,0,0,0,0,0,0.2924273
2680,1,3,7,0,48,5,1,0,0,0.25346312,0.03633061,78204,3455.0278,0,51.2,0,0,0,5,0,0,0,0,1,0,1,0,0.71671045
2681,1,3,5,0,54,1,1,0,0,0.17096336,0.15251572,93254,670.38867,1,43.7,0,0,0,2,0,0,0,0,0,0,0,0,0.38354543
2682,,1,9,0,67,1,1,0,0,0,0.08538588,26555,2560.5989,0,64.3,1,1,0,8,0,0,0,0,0,0,0,0,0.58408642
2683,0,3,4,0,74,2,1,0,0,0.09617548,0.06113537,48171,1231.3881,0,47.8,0,1,0,1,0,0,0,0,0,0,0,0,0.51407796
2684,,2,0,0,48,1,1,0,0,0.04972973,0,31429,3565.9177,0,67.5,0,0,1,1,0,0,1,0,0,0,0,0,0.57361215
2685,0,3,5,0,51,2,1,0,0,0.21806167,0.02992126,64741,1004.184,0,53.4,0,0,0,1,0,1,0,0,0,0,0,0,0.46568695
2686,0,1,2,1,50,2,1,0,0,0.31671554,0,200001,922.51855,0,39.6,1,0,1,1,0,0,0,0,0,0,0,0,0.18882451
2687,0,3,0,0,69,2,0,1,0,0.05263158,0.12416851,31415,616.83081,0,56.1,0,0,0,2,0,0,1,0,0,0,0,0,0.36269718
2688,0,1,6,1,53,2,1,0,0,0.03234501,0.04016064,34688,1435.1786,0,58.2,0,0,0,4,0,0,0,0,0,0,0,0,0.63598949
2689,0,2,4,1,35,2,1,0,0,0.10719874,0.03428819,45986,1137.3595,0,49.5,0,0,0,9,0,0,0,0,0,0,0,0,0.605784
2690,,2,4,1,48,2,1,0,0,0.19500403,0.05466541,38636,2898.4648,0,61.7,0,0,1,10,0,1,0,0,0,0,0,0,0.61858594
2691,,2,2,1,59,1,1,0,0,0.17647059,0.0407701,56875,2780.0176,0,50.4,0,0,0,10,0,1,0,0,0,0,0,0,0.56428033
2692,0,2,8,0,51,2,0.04113754,0.5907709,0.36809158,0.07331137,0.05084164,44583,72.783394,0,42.4,0,0,0,1,0,0,0,0,0,0,0,0,0.33923924
2693,0,3,5,1,54,2,1,0,0,0.17096336,0.15251572,93254,670.38867,0,44.7,1,1,1,3,0,0,0,0,0,0,0,0,0.45742303
2694,1,2,5,1,39,1,0.91388267,0,0.0861173,0.21953675,0.01011378,62198,69.459702,0,50.6,0,0,1,9,0,1,0,0,0,0,0,0,0.53473449
2695,1,3,2,1,43,1,0.84848487,0,0.15151516,0.1527712,0.04597396,55191,240.34489,1,56.5,0,0,0,1,0,0,0,0,0,0,1,0,0.54377961
2696,1,2,9,1,62,1,0.67161226,0,0.32838774,0.19093078,0.04188482,67917,18.771236,1,43.4,0,0,0,1,0,1,0,0,0,0,0,0,0.46208707
