id,support_democrat,cong_district_region,occupation_code,gender_female,age,party,census_urbanpcnt,census_suburbanpcnt,census_ruralpcnt,census_collegepcnt,census_unemprate,census_medianincome,density_sq_km,on_email_list,avg_dem_performance,pet_owner,golf,hunting,random,likes_cheese,protestant,catholic,jewish,afam,latino,id_d,id_r,score_demo
7906,0,3,4,0,90,2,1,0,0,0.17268446,0,52951,684.94904,0,46.5,0,0,0,6,0,1,0,0,0,0,0,0,0.49200162
7907,,3,4,0,50,1,1,0,0,0.12170754,0.03729604,79733,613.64966,0,46.4,1,0,0,2,0,1,0,0,0,0,0,0,0.42672577
7908,,3,4,0,76,2,1,0,0,0.09617548,0.06113537,48171,1231.3881,0,47.8,0,1,1,8,0,1,0,0,0,0,0,0,0.51350421
7909,0,2,7,1,47,2,1,0,0,0.21758242,0.04322766,65486,1340.6709,0,56.8,1,0,0,6,0,1,0,0,0,0,0,0,0.54033542
7910,,2,5,0,53,2,0.91388267,0,0.0861173,0.21953675,0.01011378,62198,69.459702,0,46.2,1,0,0,2,0,1,0,0,0,0,0,0,0.45494276
7911,1,2,5,0,58,1,0,0,1,0.11254019,0.05073996,41328,410.95438,1,41.2,0,0,0,6,0,1,0,0,0,0,0,0,0.33667168
7912,,1,7,1,65,2,1,0,0,0.0982469,0.03829604,55469,1641.8254,0,63.6,0,0,0,3,0,0,0,0,0,0,0,0,0.5705784
7913,,3,4,0,64,5,1,0,0,0.14851485,0,103494,234.11377,0,36.3,0,1,0,3,0,0,0,0,0,0,0,0,0.35490975
7914,0,3,1,0,69,2,1,0,0,0.1130761,0.04901961,65000,1323.6771,0,50.2,0,0,1,9,0,1,0,0,0,0,0,0,0.46486846
7915,0,3,3,1,62,2,1,0,0,0.04772475,0.01634472,55729,1991.1093,0,53.4,1,0,0,2,0,0,0,0,0,0,0,0,0.5733543
7916,1,2,2,1,38,5,1,0,0,0.23752496,0.02286402,80178,979.74792,0,44.3,0,0,0,10,0,0,1,0,0,0,0,0,0.49856725
7917,,2,4,1,70,2,1,0,0,0.21576433,0.02235598,62649,1919.5364,0,59.5,0,0,1,10,0,0,1,0,0,0,0,0,0.54242361
7918,,1,5,0,77,2,1,0,0,0.0987074,0.06701031,34559,3494.5115,0,61.3,0,1,1,7,0,0,0,0,0,0,0,0,0.55325103
7919,1,3,3,1,56,1,0.68516284,0,0.31483716,0.19401947,0.03808244,70129,183.87068,0,58.3,0,0,1,7,0,0,1,0,0,1,0,0,0.45995009
7920,,3,7,0,77,5,1,0,0,0.17821783,0.04779412,86539,935.48853,0,50.5,0,1,1,6,0,1,0,0,0,0,1,0,0.39679792
7921,1,2,9,1,65,1,0.67161226,0,0.32838774,0.19093078,0.04188482,67917,18.771236,0,43.4,0,0,0,6,0,0,1,0,0,1,1,0,0.4612309
7922,1,3,1,0,61,5,1,0,0,0.16722091,0.04582651,58152,2367.1724,1,58,0,0,0,2,0,1,0,0,0,0,0,0,0.48474556
7923,,3,3,1,79,1,0.91910052,0,0.08089945,0.25410697,0.05022831,63578,27.444939,0,55.3,1,0,0,7,0,0,0,0,0,0,0,0,0.51817888
7924,,3,4,1,29,2,1,0,0,0.24763705,0.03982301,83731,133.95621,0,51.2,0,0,0,5,0,0,0,0,0,0,0,0,0.48993906
7925,0,3,4,1,47,2,1,0,0,0.14851485,0,103494,234.11377,0,36.6,0,0,1,9,0,0,0,0,0,0,0,0,0.43187618
7926,1,1,3,1,66,1,1,0,0,0.12075472,0.06433824,65357,1612.1719,1,43.8,0,0,1,9,1,1,0,0,0,0,0,0,0.53995103
7927,0,2,2,1,47,2,0,1,0,0.0806011,0.13080169,42083,1454.5387,0,34.4,0,0,1,7,0,0,0,0,0,0,0,0,0.40922231
7928,,3,0,0,64,2,0.7955097,0,0.20449029,0.22301024,0.02313625,73403,54.053444,0,45,0,0,0,3,0,0,0,0,0,0,0,0,0.39508396
7929,1,3,9,1,61,1,1,0,0,0.11630559,0.03004292,57813,401.13202,1,54.4,0,0,0,8,0,0,0,0,0,0,0,0,0.56405359
7930,0,2,5,0,67,5,0.91388267,0,0.0861173,0.21953675,0.01011378,62198,69.459702,0,44.9,0,0,1,5,0,1,0,0,0,0,0,0,0.45095933
7931,,2,3,1,55,2,0,0.82053942,0.17946059,0.1722973,0.05835908,65680,33.987427,0,25.9,0,0,1,1,0,0,1,0,0,0,0,0,0.33795112
7932,1,2,2,1,34,1,1,0,0,0.22815946,0.03058387,71515,606.77985,1,50.5,0,0,0,4,0,1,0,0,0,0,0,0,0.52581459
7933,,2,2,0,58,2,0.5536859,0,0.4463141,0.11267605,0.07748538,52250,35.358528,0,37.2,0,0,0,1,0,0,1,0,0,1,0,0,0.41371053
7934,,2,3,0,44,2,0,0,1,0.12052117,0.05402364,56769,1.2748791,0,24.4,0,0,1,1,0,0,0,0,0,0,0,0,0.30002198
7935,0,1,3,0,58,1,0.16783217,0,0.8321678,0,0,40703,2.1623416,0,53.5,0,0,0,3,0,0,1,0,0,0,1,0,0.37596595
7936,0,1,1,1,53,2,1,0,0,0.125,0.09803922,54913,2254.0603,0,55.5,0,0,0,8,0,1,0,0,0,0,0,0,0.5737142
7937,0,1,3,1,45,5,1,0,0,0.0940171,0.04029062,55742,1043.4486,0,42.3,0,0,0,4,0,1,0,0,0,0,0,0,0.5755946
7938,1,1,1,0,62,1,1,0,0,0.07906977,0.02967359,87589,575.18707,0,50.6,0,0,0,4,0,0,0,0,1,0,0,0,0.69763249
7939,1,2,8,0,64,1,0.21559522,0.42459056,0.35981423,0.12339332,0.06312127,44526,8.5937424,1,42.5,0,0,0,10,0,0,0,0,0,0,0,0,0.36668488
7940,1,3,5,1,55,1,1,0,0,0.13608247,0.03928572,71719,689.17596,1,43.7,0,1,0,7,0,0,0,0,0,0,0,0,0.52374399
7941,,1,7,0,47,2,1,0,0,0.14842579,0,60144,5661.9731,0,58.6,0,1,1,8,0,1,0,0,0,0,0,0,0.48421603
7942,,2,4,1,88,1,1,0,0,0.19500403,0.05466541,38636,2898.4648,0,61.7,1,0,1,10,0,0,0,0,0,0,0,0,0.60769147
7943,0,3,2,1,82,2,0.51328725,0,0.48671278,0.27171108,0.02478699,80763,4.4076586,0,47.4,1,1,0,8,0,0,0,0,0,0,0,1,0.38349891
7944,0,3,3,0,68,2,0.91910052,0,0.08089945,0.25410697,0.05022831,63578,27.444939,0,47.5,0,1,1,7,0,0,1,0,0,0,0,1,0.44560948
7945,1,3,3,1,62,1,0.93012744,0,0.06987259,0.15454261,0.04030028,77448,128.61081,1,51.1,0,0,0,9,0,0,0,0,0,0,0,0,0.48928556
7946,1,1,7,1,76,1,1,0,0,0.17693837,0.05433962,57375,452.41171,0,65.6,0,0,0,3,0,0,0,0,0,0,1,0,0.55786532
7947,,3,1,1,46,2,1,0,0,0.32307693,0.0238806,108475,2383.2214,0,41.7,0,0,0,4,0,0,1,0,0,0,0,0,0.40896365
7948,1,1,4,1,35,1,1,0,0,0.32716051,0.04307692,86644,2404.9392,1,52.9,0,1,1,8,0,0,0,0,0,0,0,0,0.47555056
7949,1,2,3,1,27,5,0,0.54352939,0.45647058,0.08643617,0.0295082,44833,5.5370603,0,34.7,0,0,0,8,0,1,0,0,0,0,0,0,0.40749031
7950,,2,2,0,69,1,0.51328725,0,0.48671278,0.27171108,0.02478699,80763,4.4076586,1,51.1,1,0,0,6,0,1,0,0,0,0,0,0,0.31786501
7951,1,1,2,1,60,2,1,0,0,0.09634551,0.02,38713,2448.0669,0,63.6,0,0,0,7,0,0,0,0,0,0,0,0,0.6201067
7952,1,2,0,0,62,1,1,0,0,0.0799458,0.03677058,30361,4504.7178,0,66.5,0,0,0,6,0,0,0,0,0,0,0,0,0.57096279
7953,0,2,3,1,74,2,0,1,0,0.03556188,0.07378336,36359,635.51483,0,37.2,1,0,1,6,0,0,0,0,0,0,0,0,0.42090762
7954,1,2,2,0,75,5,1,0,0,0.26304349,0.03116883,65000,408.29645,0,47.6,0,0,1,5,0,1,0,0,0,0,0,0,0.45581257
7955,,3,3,0,38,2,0.16709845,0,0.83290154,0.07322326,0.04985479,50625,2.4796009,0,50.9,0,0,1,8,0,0,0,0,0,0,0,0,0.3500635
7956,0,2,3,1,32,1,0,1,0,0.10134129,0.01470588,36250,583.474,1,34.1,0,0,0,6,0,0,0,0,0,0,0,0,0.43030152
7957,1,2,5,1,51,1,0,0,1,0.02581369,0.09869376,41734,0.31538576,0,30.2,0,0,1,8,0,0,0,0,0,0,0,0,0.4120692
7958,1,1,7,1,62,1,1,0,0,0.05964912,0.05889423,61579,558.88348,1,51.5,0,0,0,3,0,0,0,1,0,0,0,0,0.67428458
7959,,2,9,1,36,2,0,1,0,0.1393643,0.05611511,28641,465.39865,0,39.5,0,0,0,3,0,1,0,0,0,0,0,0,0.44917059
7960,0,1,3,0,64,1,1,0,0,0.10018553,0.01737452,75891,344.54321,0,51.3,0,0,1,9,0,1,0,0,0,0,0,0,0.43521461
7961,1,2,5,1,44,1,0,0.68728042,0.31271961,0.15672451,0.0156128,56633,25.990067,1,32.2,0,0,1,9,0,0,0,0,0,0,0,0,0.36640653
7962,1,1,1,1,78,5,1,0,0,0.10160427,0.19458374,30647,4722.3623,0,62.7,0,0,0,5,0,0,0,0,0,0,0,0,0.63591731
7963,1,3,6,0,58,1,1,0,0,0.13564815,0.04703726,62619,2108.9622,0,54.9,0,0,0,7,0,1,0,0,0,0,0,0,0.47394231
7964,,2,2,0,61,1,0.51328725,0,0.48671278,0.27171108,0.02478699,80763,4.4076586,0,44.6,0,0,0,10,0,0,1,0,0,0,0,0,0.31986019
7965,1,3,0,0,65,1,0,0,1,0.02213053,0.07422969,35531,0.73090696,1,56.1,0,0,0,10,0,1,0,0,0,0,0,0,0.35434464
7966,0,2,5,0,44,2,1,0,0,0.26075387,0.02665051,77557,350.43677,0,36.9,0,1,1,5,0,1,0,0,0,0,0,0,0.42797518
7967,1,1,1,0,27,1,1,0,0,0.01483051,0.12219451,36458,2997.8711,0,73.6,0,0,0,10,0,0,1,0,0,1,0,0,0.56551147
7968,0,3,5,1,49,2,1,0,0,0.13608247,0.03928572,71719,689.17596,0,43.7,0,1,0,5,0,1,0,0,0,0,0,0,0.52546227
7969,,3,9,0,58,2,1,0,0,0.16840836,0.04349817,53696,2460.5645,0,50.2,0,0,0,2,0,0,0,0,0,0,0,1,0.49879354
7970,1,3,1,1,45,1,1,0,0,0.26493508,0.05270656,78787,2631.2258,0,51.7,1,1,1,2,0,0,0,0,0,0,0,0,0.49903443
7971,0,2,0,1,62,2,1,0,0,0.05407587,0.04008668,33750,809.58667,0,51.7,1,0,1,1,0,0,0,0,0,0,0,0,0.63516247
7972,,3,3,1,64,1,1,0,0,0.10431655,0.09612626,53750,3887.5547,0,55,0,0,1,1,0,0,0,0,0,0,0,0,0.57503873
7973,0,3,7,0,62,1,1,0,0,0.17113851,0.00820283,44246,2312.8049,0,28.4,0,0,1,10,0,0,0,0,1,0,0,0,0.79134154
7974,0,3,9,1,59,2,1,0,0,0.15168831,0.02430005,47168,3186.1289,0,52.5,0,0,0,5,0,0,0,0,0,0,0,0,0.59373534
7975,0,3,3,0,53,2,0,0,1,0.02089136,0.02434077,40313,5.6710434,0,56.1,0,0,0,8,0,0,0,0,0,0,0,0,0.34503502
7976,0,2,2,0,35,5,1,0,0,0.23752496,0.02286402,80178,979.74792,0,44.7,0,0,1,3,0,0,0,0,0,0,0,0,0.42406908
7977,,3,6,1,86,1,1,0,0,0.15483435,0.04661389,51442,2688.187,0,60.3,0,1,0,7,0,0,1,0,0,0,0,0,0.5735175
7978,0,3,2,0,77,2,0.51328725,0,0.48671278,0.27171108,0.02478699,80763,4.4076586,0,50.9,0,0,0,8,0,0,0,0,0,0,0,0,0.31587651
7979,1,1,4,1,66,1,1,0,0,0.02272727,0.12637363,40325,3311.0417,0,66.5,0,0,0,3,0,0,0,0,0,0,1,0,0.61654615
7980,0,1,9,0,63,2,1,0,0,0,0.08538588,26555,2560.5989,0,64.3,1,0,1,7,0,1,0,0,0,0,0,0,0.5852018
7981,0,1,3,1,39,2,0.97949529,0,0.02050473,0.15873016,0.04984424,76572,138.60823,0,48.3,0,0,1,1,0,0,0,0,0,0,0,0,0.50844735
7982,0,2,6,1,60,2,0.83159411,0,0.1684059,0.34122491,0.01959307,110069,8.5026903,0,39.9,0,0,1,10,0,1,0,0,0,0,0,0,0.36662134
7983,0,1,3,1,48,2,0.995354,0,0.00464602,0.14659776,0.03584447,60137,798.21008,0,53.7,0,0,1,1,0,0,0,0,0,0,0,0,0.55842698
7984,0,2,0,1,53,2,0,0,1,0.2237601,0.04397163,62159,63.089127,0,46.8,0,0,0,6,0,1,0,0,0,0,0,0,0.34566057
7985,1,2,5,1,58,2,1,0,0,0.3533237,0.04228122,79606,887.96619,0,46.6,0,0,0,9,0,1,0,0,0,0,0,0,0.48851582
7986,1,2,1,0,70,1,1,0,0,0.07563025,0.06193078,50400,3125.8367,0,54,0,0,0,8,0,0,1,0,0,0,0,0,0.50963843
7987,0,1,3,0,33,1,0.16783217,0,0.8321678,0,0,40703,2.1623416,0,53.5,0,0,1,9,1,1,0,0,0,0,0,0,0.38272473
7988,1,2,6,0,56,4,0,0.93880737,0.06119263,0.08861321,0.08716323,35380,183.65179,0,47,0,0,0,1,0,1,0,0,0,0,0,0,0.35394672
7989,0,2,6,0,49,2,0.97532403,0,0.02467597,0.24602251,0.03283713,66709,352.30533,0,52,0,0,0,3,0,1,0,0,0,0,0,0,0.45393226
7990,,1,9,0,63,1,1,0,0,0.19431987,0.1,76024,1445.3015,0,54.9,0,0,0,1,0,1,0,0,0,0,0,0,0.42971286
7991,,3,2,0,54,2,1,0,0,0.08174603,0.03232534,52287,4182.4722,0,62.7,0,0,1,10,0,1,0,0,0,0,0,0,0.50859165
7992,0,2,5,1,46,1,1,0,0,0.21679065,0.03467153,52872,1236.0771,1,53.3,0,0,0,8,0,0,0,0,0,0,0,0,0.57764638
7993,0,2,2,0,61,2,0.51328725,0,0.48671278,0.27171108,0.02478699,80763,4.4076586,0,44.5,1,1,1,1,0,0,1,0,0,0,0,0,0.31986019
7994,1,3,2,0,64,5,0.51328725,0,0.48671278,0.27171108,0.02478699,80763,4.4076586,0,44.8,0,0,1,4,0,0,0,0,0,0,0,0,0.31911123
7995,0,2,6,1,43,2,0,0,1,0.08042488,0.02838428,43456,,0,33.1,0,0,0,9,0,0,0,0,0,0,0,0,0.40730512
7996,1,1,4,0,51,1,1,0,0,0.24038461,0.01927525,70227,2845.6833,1,48.1,0,0,0,1,0,0,0,0,0,0,0,0,0.44850087
7997,,2,8,1,41,2,0.21559522,0.42459056,0.35981423,0.12339332,0.06312127,44526,8.5937424,0,38.8,0,1,0,2,0,1,0,0,0,0,0,0,0.44614741
7998,1,2,7,1,44,1,1,0,0,0.20126449,0.11398964,50660,956.10437,1,52.2,0,0,0,5,0,0,0,0,0,0,0,0,0.58465594
7999,0,2,7,0,54,2,1,0,0,0.21758242,0.04322766,65486,1340.6709,0,57.1,0,0,0,8,0,0,0,0,0,0,0,0,0.46253276
8000,1,3,6,0,63,1,1,0,0,0.08723404,0.08594816,55568,1710.1241,0,57.3,0,1,0,5,0,0,1,0,0,0,0,0,0.4955014
8001,,3,2,1,24,2,0.47332186,0,0.52667814,0.15667465,0.02891791,58487,216.66945,0,45.3,1,0,0,8,0,1,0,0,0,0,0,0,0.46163514
8002,0,2,5,1,53,2,0.70210969,0,0.29789031,0.18427518,0.04881657,55982,92.705925,0,31.9,0,0,1,10,0,1,0,0,0,0,0,0,0.50664228
8003,0,1,2,1,63,2,1,0,0,0.03794212,0.10088781,41466,3978.4758,0,68.6,0,0,0,6,0,0,0,0,0,0,0,1,0.61364824
8004,0,2,5,1,86,1,0,1,0,0.08682008,0.04540024,52438,728.8009,0,36.6,0,1,1,2,0,1,0,0,0,0,0,0,0.36979985
8005,,3,5,1,62,1,1,0,0,0.22932023,0.08500478,66174,1501.6209,0,52.1,0,0,0,2,0,0,0,0,0,0,0,0,0.53305334
8006,1,3,9,1,38,5,1,0,0,0.22144112,0.02758248,39591,1897.9431,0,64.6,0,0,1,1,0,1,0,0,0,0,1,0,0.61759543
8007,1,3,2,0,74,1,0.6950534,0,0.3049466,0.21111111,0.03056517,56952,273.85172,1,51.8,1,0,0,1,0,1,0,0,0,0,0,0,0.41982931
8008,0,2,5,1,53,2,0.91388267,0,0.0861173,0.21953675,0.01011378,62198,69.459702,0,46.2,0,0,0,1,0,0,1,0,0,0,0,1,0.53073275
8009,0,2,9,1,30,2,0,1,0,0.12436116,0.04761905,50822,410.78076,0,40.3,0,0,1,1,0,1,0,0,0,0,0,0,0.38764453
8010,,2,3,1,73,1,0,1,0,0.10134129,0.01470588,36250,583.474,0,29.6,1,1,1,4,0,0,0,0,0,0,1,0,0.41880006
8011,0,3,2,0,64,2,0.68516284,0,0.31483716,0.19401947,0.03808244,70129,183.87068,0,56.9,0,0,0,10,0,1,0,0,0,0,0,0,0.38377985
8012,,1,8,0,81,1,1,0,0,0.09728657,0.07573099,28998,7431.0376,0,72.1,0,0,0,6,0,0,0,0,0,0,1,0,0.56837708
8013,1,3,2,1,73,1,0.51328725,0,0.48671278,0.27171108,0.02478699,80763,4.4076586,0,50.9,1,0,0,7,0,0,0,0,0,0,1,0,0.38594523
8014,0,3,6,0,63,2,1,0,0,0.13053197,0.0673126,54167,1219.5347,0,54.4,0,0,0,9,0,1,0,0,0,0,0,0,0.49765015
8015,0,1,4,0,84,2,1,0,0,0.13145965,0,44148,5318.7148,0,59.9,0,1,1,8,0,1,0,0,0,0,0,0,0.52192229
8016,1,1,9,1,78,1,1,0,0,0.10688525,0.06761566,44561,2735.7068,0,67.2,0,0,0,3,0,0,0,0,0,0,0,0,0.59773034
8017,0,2,8,1,33,2,0,0.69512546,0.30487454,0.07888839,0.08483853,53710,15.003167,0,40.3,0,1,1,3,0,1,0,0,0,0,0,0,0.38056165
8018,0,3,6,0,69,2,1,0,0,0.13564815,0.04703726,62619,2108.9622,0,54.9,0,0,1,10,0,1,0,0,0,0,0,0,0.47079414
8019,,3,9,0,34,2,1,0,0,0.2675862,0.06074297,56359,539.96185,0,51.6,0,0,0,8,0,1,0,0,0,0,0,0,0.4926241
8020,,2,5,1,67,1,1,0,0,0.37741455,0,98532,1041.4043,0,46.6,0,1,1,1,0,1,0,0,0,0,0,0,0.42938599
8021,1,2,9,0,58,5,0,0,1,0.19734345,0.10659899,66250,1.3105353,0,30.3,0,1,1,2,0,0,0,0,0,0,0,0,0.2702674
8022,1,3,2,0,38,1,0.47332186,0,0.52667814,0.15667465,0.02891791,58487,216.66945,0,48.3,0,0,0,3,0,0,0,0,0,0,0,0,0.38375434
8023,,2,5,0,54,2,0,0.68728042,0.31271961,0.15672451,0.0156128,56633,25.990067,0,32.2,0,0,1,2,0,0,0,0,0,0,0,0,0.29672289
8024,,3,1,0,38,2,1,0,0,0.14796548,0.06213018,61420,3536.4922,0,55.3,0,0,0,4,0,1,0,0,0,0,0,0,0.48246893
8025,0,1,3,1,44,2,1,0,0,0.16690043,0.05785124,44000,1773.4067,1,58.7,0,0,0,5,0,0,0,0,0,0,0,0,0.60587037
8026,1,3,2,1,48,2,1,0,0,0.25054467,0.01822917,120398,890.65887,0,36.4,0,0,0,5,0,0,0,0,0,0,0,0,0.37816918
8027,,2,6,0,36,2,0,0,1,0.11913358,0.06455863,36782,2.4081235,0,25.7,0,1,0,4,0,1,0,0,0,0,0,0,0.35417357
8028,0,1,3,0,94,2,1,0,0,0.04703247,0.01536313,23578,2973.012,0,64.1,1,1,1,6,0,1,0,0,0,0,0,0,0.58346266
8029,,3,3,1,73,1,1,0,0,0.29333332,0.0308642,100309,470.84378,0,55.5,1,1,1,3,0,0,0,0,0,0,0,0,0.4264043
8030,,3,2,0,62,1,0.47332186,0,0.52667814,0.15667465,0.02891791,58487,216.66945,0,52.3,0,0,0,8,0,0,0,0,0,0,0,0,0.37725818
8031,0,2,2,1,65,2,1,0,0,0.23752496,0.02286402,80178,979.74792,0,44.7,0,0,1,1,0,1,0,0,0,0,0,0,0.49081728
8032,,3,1,0,25,2,1,0,0,0.18466899,0.04393673,69773,3754.7368,0,57.2,1,1,1,7,0,0,0,0,0,0,1,0,0.45979768
8033,,3,2,0,59,1,0.9029218,0,0.09707823,0.1105559,0.05037313,57316,94.149086,1,57.8,0,0,0,1,0,1,0,0,0,0,0,0,0.47047111
8034,0,2,0,1,78,2,1,0,0,0.01943199,0.1411043,32250,1571.5666,0,57.6,1,1,1,6,0,0,0,0,0,0,0,1,0.63579518
8035,1,2,1,0,60,1,0.98332071,0,0.0166793,0.04206731,0.03410853,31914,105.8161,0,64.6,0,0,0,9,0,1,0,0,0,0,1,0,0.56549609
8036,,2,0,1,39,2,0,1,0,0.05956113,0.06329114,40700,874.09174,0,45.7,1,1,1,5,0,0,1,0,0,0,0,1,0.41705742
8037,,2,4,1,45,1,1,0,0,0.02741021,0.05850092,28325,6244.8125,0,73.6,0,0,0,9,0,1,0,0,0,0,0,0,0.65544885
8038,1,1,7,1,51,1,1,0,0,0.09322034,0.05583756,46953,3961.5632,0,61.9,0,1,0,4,0,0,0,0,0,0,0,0,0.59911931
8039,1,1,7,1,68,1,1,0,0,0.02430556,0.12776412,29471,368.88123,0,92.9,0,0,0,9,0,0,0,0,0,0,0,0,0.64591986
8040,,1,1,1,70,2,1,0,0,0.12857144,0.02022472,56940,1354.9757,0,59.1,0,0,0,10,0,1,0,0,0,0,0,1,0.56354213
8041,,2,2,1,86,2,1,0,0,0.19079685,0.04219949,68313,1669.4229,0,49.3,0,0,0,1,0,0,1,0,0,0,0,0,0.52217793
8042,1,3,4,1,56,1,1,0,0,0.12388393,0.07526882,37708,2217.0007,0,66.5,1,1,1,2,0,0,0,0,0,0,0,0,0.62221539
8043,0,1,9,0,73,1,1,0,0,0.16233766,0.02857143,42386,1822.0455,0,54.9,1,1,1,6,0,0,0,0,0,0,0,0,0.5284785
8044,1,1,1,0,39,1,1,0,0,0.05555556,0.01457195,62216,1741.2198,0,63,0,0,0,10,0,0,1,0,0,1,0,0,0.48490503
8045,,2,2,1,63,2,0.8170163,0,0.18298368,0.28099173,0.03583502,74384,225.86588,0,40.2,1,0,0,6,0,0,0,0,0,0,0,1,0.46830306
8046,0,2,5,1,69,2,1,0,0,0.25638181,0.05519897,61033,326.46875,0,44.2,1,0,0,6,0,1,0,0,0,0,0,0,0.54514176
8047,,1,3,1,36,2,1,0,0,0.14141414,0.05194805,59729,523.95825,0,60.8,0,1,1,1,0,0,0,0,0,0,0,0,0.56407654
8048,1,2,1,1,61,1,1,0,0,0.18347107,0.03225806,56964,2995.1555,0,53.3,1,1,0,3,0,1,0,0,0,0,1,0,0.56318515
8049,0,2,1,0,66,2,1,0,0,0.19001387,0.08629441,66250,3161.1013,0,52.1,0,1,0,3,0,1,0,0,0,0,0,0,0.45784482
8050,1,3,2,0,67,1,0.47332186,0,0.52667814,0.15667465,0.02891791,58487,216.66945,1,45.8,0,0,0,8,0,1,0,0,0,0,0,0,0.37591028
8051,0,2,2,1,50,2,1,0,0,0.22815946,0.03058387,71515,606.77985,1,50.5,0,0,0,10,0,0,0,0,0,0,0,1,0.52123159
8052,1,2,9,1,69,1,0,1,0,0.09320906,0.03296703,31771,1111.9221,1,42.5,1,0,0,10,0,0,0,0,0,0,0,0,0.43316653
8053,0,1,3,1,62,2,1,0,0,0.0940171,0.04029062,55742,1043.4486,0,58.7,0,0,0,1,0,0,1,0,0,0,0,0,0.57081902
8054,,1,5,0,62,1,1,0,0,0.1112686,0.05218216,51071,3758.7422,0,60.4,0,0,0,7,0,1,0,0,0,0,0,0,0.50823712
8055,0,3,2,1,51,2,0.84848487,0,0.15151516,0.1527712,0.04597396,55191,240.34489,0,51.8,0,0,1,7,0,1,0,0,0,0,0,0,0.54149973
8056,1,1,3,1,34,1,0.80747765,0,0.19252232,0.21702838,0.03313253,71139,70.902016,0,51.3,0,0,0,2,0,1,0,0,0,0,0,0,0.48748723
8057,0,1,3,1,64,2,1,0,0,0.10858586,0.04793609,50861,2255.7327,0,49.7,0,0,0,1,0,0,0,0,0,0,0,0,0.58361947
8058,0,2,4,0,83,2,1,0,0,0.13604061,0.00844391,60603,1657.7556,0,61.7,0,0,0,2,0,1,0,0,0,0,0,0,0.47308612
8059,0,3,1,0,55,5,1,0,0,0.16722091,0.04582651,58152,2367.1724,0,58,0,0,0,3,0,1,0,0,0,0,0,0,0.48646659
8060,1,2,5,1,61,1,0,0,1,0.09686609,0.03111111,35089,2.0482466,0,51.8,0,0,0,4,0,1,0,0,0,0,0,0,0.42559877
8061,0,3,4,1,48,2,1,0,0,0.17802504,0.05371901,103392,741.50647,0,36.3,0,0,0,2,0,0,0,0,0,0,0,0,0.42995235
8062,,1,2,0,74,1,1,0,0,0.09599254,0.14885496,47500,1837.6969,0,54.7,0,1,0,6,0,0,0,0,0,0,0,0,0.51527721
8063,0,3,5,1,63,2,1,0,0,0.16603296,0.02768166,65625,1770.7789,0,50.4,0,0,0,6,0,0,1,0,0,0,0,0,0.53808206
8064,,2,2,0,81,2,0.51328725,0,0.48671278,0.27171108,0.02478699,80763,4.4076586,0,52.7,0,0,1,2,0,1,0,0,0,0,0,0,0.31488475
8065,1,1,1,0,36,1,1,0,0,0.06854345,0.03003534,68393,1614.176,0,51.2,0,0,0,2,0,0,0,0,0,0,0,0,0.46667597
8066,0,3,2,1,53,2,1,0,0,0.18427323,0.05865922,58185,1332.6606,0,41.9,0,1,0,10,0,1,0,0,0,0,0,0,0.56160009
8067,0,2,9,1,43,2,0.81070167,0,0.18929833,0.17683773,0.08605664,61307,107.66242,0,35.7,0,0,1,4,0,0,0,0,0,0,0,0,0.51629782
8068,1,3,2,1,57,1,1,0,0,0.17770491,0.05022831,54333,3302.7517,1,58.8,0,0,1,4,0,0,0,0,0,0,0,0,0.57210475
8069,0,2,2,0,68,2,1,0,0,0.17647059,0.0407701,56875,2780.0176,0,50.4,0,1,1,9,0,0,0,0,0,0,0,0,0.4861066
8070,1,3,1,0,53,1,1,0,0,0.12236842,0,73750,2844.7415,0,52.5,0,0,0,1,1,0,0,0,0,0,0,1,0.44364467
8071,,1,3,0,74,5,1,0,0,0.09157509,0.07781457,40000,4530.3477,0,61.9,1,1,1,1,0,0,1,0,0,0,0,0,0.53834563
8072,1,3,0,1,40,1,0,0.82820231,0.17179769,0.17514125,0.06366822,63594,92.795303,1,50.3,1,0,1,8,0,0,0,0,0,0,1,0,0.3472369
8073,0,3,3,0,64,5,0,0,1,0.21839081,0.19540229,53529,0.3105447,0,50.4,0,0,0,3,0,1,0,0,0,0,1,0,0.29805765
8074,0,3,1,1,61,1,1,0,0,0.19677791,0.04305043,66307,2715.376,0,51,0,0,1,2,0,1,0,0,0,0,0,0,0.53495908
8075,1,3,2,0,69,1,1,0,0,0.08816706,0.03376623,80456,1090.4355,0,40.7,0,0,1,6,0,1,0,0,0,0,1,0,0.42098287
8076,0,2,2,0,54,2,1,0,0,0.16159496,0,74310,1521.4001,0,33,0,0,1,9,0,0,0,0,0,0,0,0,0.43977243
8077,1,2,6,1,41,5,1,0,0,0.02939118,0.0505618,41046,523.3963,0,52.9,0,0,0,2,0,0,0,0,0,0,0,0,0.62163305
8078,1,2,4,1,68,1,0.91629297,0,0.08370703,0.00657895,0.09968521,31482,128.08875,0,56.1,0,0,0,3,0,0,1,0,0,0,0,0,0.62534279
8079,0,2,5,0,57,2,0,0.73636681,0.26363319,0.14207049,0.0810622,51010,105.89552,0,31.9,1,0,1,10,0,0,0,0,0,0,0,0,0.31022748
